filename,width,height,class,xmin,ymin,xmax,ymax
952.png,1200,800,cardboard,0,0,512,384
952.png,1200,800,glass,600,45,1112,279
952.png,1200,800,trash,176,483,688,867
952.png,1200,800,plastic,770,491,1114,761
1358.png,1200,800,cardboard,0,0,512,384
1358.png,1200,800,plastic,657,0,1105,358
1358.png,1200,800,glass,158,400,556,784
1358.png,1200,800,paper,630,400,1057,784
225.png,1200,800,cardboard,0,0,512,384
225.png,1200,800,plastic,670,41,1082,325
225.png,1200,800,paper,25,400,455,784
225.png,1200,800,trash,651,400,1107,784
315.png,1200,800,plastic,130,60,500,352
315.png,1200,800,trash,706,93,1128,436
315.png,1200,800,paper,87,400,599,784
315.png,1200,800,cardboard,600,400,1112,784
16.png,1200,800,plastic,177,105,576,417
16.png,1200,800,cardboard,600,0,1112,384
16.png,1200,800,metal,75,506,587,890
16.png,1200,800,glass,676,473,1091,800
231.png,1200,800,trash,89,21,444,405
231.png,1200,800,paper,600,7,1090,356
231.png,1200,800,glass,102,400,492,784
231.png,1200,800,metal,600,400,913,710
1359.png,1200,800,plastic,57,0,505,358
1359.png,1200,800,paper,630,0,1057,384
1359.png,1200,800,trash,149,400,561,697
1359.png,1200,800,glass,759,400,1156,784
852.png,1200,800,metal,104,60,493,442
852.png,1200,800,cardboard,600,0,1112,384
852.png,1200,800,paper,73,529,565,913
852.png,1200,800,plastic,624,400,1047,720
447.png,1200,800,plastic,112,90,485,434
447.png,1200,800,cardboard,600,0,1112,384
447.png,1200,800,metal,157,400,669,784
447.png,1200,800,paper,658,400,1150,784
1418.png,1200,800,glass,104,103,444,369
1418.png,1200,800,plastic,818,33,1302,339
1418.png,1200,800,cardboard,0,400,423,784
1418.png,1200,800,paper,600,431,1053,815
630.png,1200,800,trash,71,72,577,456
630.png,1200,800,paper,612,0,1066,384
630.png,1200,800,plastic,196,492,605,802
630.png,1200,800,cardboard,600,505,1112,889
593.png,1200,800,plastic,83,26,464,385
593.png,1200,800,cardboard,623,0,1135,339
593.png,1200,800,glass,91,444,518,800
593.png,1200,800,paper,663,400,1046,731
671.png,1200,800,cardboard,0,0,512,384
671.png,1200,800,plastic,600,0,1022,384
671.png,1200,800,trash,113,473,560,846
671.png,1200,800,metal,600,400,1046,784
722.png,1200,800,glass,195,112,707,496
722.png,1200,800,plastic,766,50,1179,337
722.png,1200,800,metal,203,478,715,862
722.png,1200,800,trash,658,421,1011,758
403.png,1200,800,plastic,131,0,643,384
403.png,1200,800,trash,626,0,1138,384
403.png,1200,800,paper,13,431,506,786
403.png,1200,800,metal,849,518,1259,789
751.png,1200,800,glass,0,141,512,428
751.png,1200,800,cardboard,600,0,1112,384
751.png,1200,800,plastic,191,465,598,849
751.png,1200,800,metal,775,478,1195,795
794.png,1200,800,paper,0,15,391,397
794.png,1200,800,metal,728,43,1084,318
794.png,1200,800,trash,141,469,560,792
794.png,1200,800,cardboard,600,400,1112,784
1152.png,1200,800,metal,0,34,506,418
1152.png,1200,800,plastic,612,0,1124,299
1152.png,1200,800,paper,32,400,503,784
1152.png,1200,800,cardboard,600,466,1112,850
461.png,1200,800,trash,116,51,628,382
461.png,1200,800,metal,740,96,1144,480
461.png,1200,800,plastic,2,540,453,861
461.png,1200,800,cardboard,690,466,1075,773
353.png,1200,800,cardboard,0,0,512,384
353.png,1200,800,plastic,624,0,1136,319
353.png,1200,800,paper,79,408,469,766
353.png,1200,800,glass,789,400,1183,784
264.png,1200,800,plastic,37,0,494,308
264.png,1200,800,glass,696,55,1208,439
264.png,1200,800,trash,239,428,655,749
264.png,1200,800,paper,600,400,1033,769
106.png,1200,800,metal,129,0,544,252
106.png,1200,800,cardboard,600,0,1112,384
106.png,1200,800,plastic,147,449,594,799
106.png,1200,800,glass,630,440,1095,778
278.png,1200,800,glass,0,81,407,398
278.png,1200,800,plastic,637,60,1100,444
278.png,1200,800,cardboard,77,438,423,774
278.png,1200,800,paper,600,400,1101,784
1113.png,1200,800,plastic,130,0,642,270
1113.png,1200,800,glass,768,111,1134,418
1113.png,1200,800,metal,71,506,492,819
1113.png,1200,800,paper,600,482,1112,866
1325.png,1200,800,cardboard,0,0,512,384
1325.png,1200,800,glass,800,3,1262,387
1325.png,1200,800,paper,36,552,548,936
1325.png,1200,800,metal,600,434,987,793
1330.png,1200,800,cardboard,0,0,512,384
1330.png,1200,800,glass,800,3,1262,387
1330.png,1200,800,trash,75,485,479,722
1330.png,1200,800,paper,636,552,1148,936
408.png,1200,800,plastic,18,0,463,308
408.png,1200,800,paper,606,0,1044,377
408.png,1200,800,metal,32,420,488,804
408.png,1200,800,glass,670,428,1182,812
1007.png,1200,800,glass,32,90,479,316
1007.png,1200,800,trash,722,64,1095,391
1007.png,1200,800,plastic,63,524,522,806
1007.png,1200,800,metal,853,444,1365,828
594.png,1200,800,trash,158,71,533,383
594.png,1200,800,plastic,683,26,1064,385
594.png,1200,800,paper,63,400,446,731
594.png,1200,800,glass,691,444,1118,800
1361.png,1200,800,metal,169,108,657,492
1361.png,1200,800,cardboard,600,0,1112,384
1361.png,1200,800,trash,149,400,561,697
1361.png,1200,800,plastic,657,400,1105,758
302.png,1200,800,plastic,130,60,500,352
302.png,1200,800,glass,752,13,1109,386
302.png,1200,800,trash,106,493,528,836
302.png,1200,800,metal,721,522,1069,788
823.png,1200,800,metal,136,46,569,391
823.png,1200,800,paper,600,0,1112,384
823.png,1200,800,trash,0,413,467,797
823.png,1200,800,plastic,648,428,1105,724
117.png,1200,800,cardboard,0,0,512,384
117.png,1200,800,plastic,747,49,1194,399
117.png,1200,800,paper,21,400,529,673
117.png,1200,800,metal,729,400,1144,652
43.png,1200,800,trash,45,26,544,410
43.png,1200,800,metal,600,85,1112,469
43.png,1200,800,paper,42,447,413,758
43.png,1200,800,plastic,658,453,1170,837
1079.png,1200,800,trash,207,96,575,406
1079.png,1200,800,paper,619,90,1071,474
1079.png,1200,800,metal,151,462,499,726
1079.png,1200,800,cardboard,600,400,1112,784
568.png,1200,800,paper,0,0,512,384
568.png,1200,800,plastic,600,75,1112,459
568.png,1200,800,trash,68,443,449,820
568.png,1200,800,metal,756,470,1077,757
1408.png,1200,800,trash,95,57,607,441
1408.png,1200,800,plastic,744,92,1108,399
1408.png,1200,800,metal,122,415,612,790
1408.png,1200,800,paper,690,514,1127,829
800.png,1200,800,metal,57,0,435,262
800.png,1200,800,glass,747,82,1206,403
800.png,1200,800,cardboard,0,548,497,932
800.png,1200,800,paper,600,415,1112,799
372.png,1200,800,cardboard,0,0,512,384
372.png,1200,800,paper,674,9,1133,373
372.png,1200,800,plastic,62,471,521,793
372.png,1200,800,metal,739,455,1185,839
1337.png,1200,800,plastic,146,16,576,372
1337.png,1200,800,trash,760,37,1167,325
1337.png,1200,800,glass,39,467,460,800
1337.png,1200,800,metal,663,520,1102,835
44.png,1200,800,cardboard,125,42,496,400
44.png,1200,800,trash,645,26,1144,410
44.png,1200,800,paper,42,447,413,758
44.png,1200,800,metal,600,485,1112,869
1457.png,1200,800,plastic,158,0,670,384
1457.png,1200,800,trash,775,6,1131,222
1457.png,1200,800,metal,128,450,593,834
1457.png,1200,800,glass,679,512,980,747
536.png,1200,800,plastic,169,130,478,386
536.png,1200,800,metal,802,112,1116,341
536.png,1200,800,trash,130,474,488,783
536.png,1200,800,cardboard,728,418,1209,802
1427.png,1200,800,plastic,167,38,566,422
1427.png,1200,800,glass,600,23,1112,320
1427.png,1200,800,metal,158,525,554,909
1427.png,1200,800,trash,800,455,1155,756
345.png,1200,800,cardboard,0,0,512,384
345.png,1200,800,trash,623,0,1115,384
345.png,1200,800,plastic,145,431,541,720
345.png,1200,800,paper,600,400,1088,775
1131.png,1200,800,glass,170,66,516,450
1131.png,1200,800,trash,778,138,1157,522
1131.png,1200,800,metal,33,415,545,799
1131.png,1200,800,paper,634,476,1093,811
1375.png,1200,800,paper,0,0,512,384
1375.png,1200,800,trash,708,54,1050,426
1375.png,1200,800,cardboard,0,400,512,784
1375.png,1200,800,glass,623,431,1135,773
1094.png,1200,800,paper,33,0,480,384
1094.png,1200,800,metal,621,0,1133,384
1094.png,1200,800,cardboard,17,400,529,784
1094.png,1200,800,trash,780,463,1158,727
87.png,1200,800,paper,130,125,439,399
87.png,1200,800,metal,728,169,1020,477
87.png,1200,800,plastic,122,487,526,859
87.png,1200,800,cardboard,688,515,1063,860
1082.png,1200,800,glass,28,55,540,261
1082.png,1200,800,metal,621,0,1133,384
1082.png,1200,800,plastic,0,400,512,784
1082.png,1200,800,trash,780,463,1158,727
1066.png,1200,800,glass,191,0,688,384
1066.png,1200,800,cardboard,600,0,1112,384
1066.png,1200,800,metal,151,462,499,726
1066.png,1200,800,plastic,712,401,1224,747
523.png,1200,800,metal,0,0,512,384
523.png,1200,800,trash,688,0,1161,384
523.png,1200,800,paper,0,430,447,814
523.png,1200,800,plastic,733,476,1245,860
1038.png,1200,800,glass,62,0,497,186
1038.png,1200,800,paper,641,0,1070,384
1038.png,1200,800,metal,259,400,771,784
1038.png,1200,800,plastic,600,400,1063,784
1404.png,1200,800,plastic,144,92,508,399
1404.png,1200,800,glass,600,103,1112,456
1404.png,1200,800,paper,89,514,527,829
1404.png,1200,800,trash,695,457,1207,841
341.png,1200,800,trash,22,0,515,384
341.png,1200,800,plastic,745,31,1141,320
341.png,1200,800,metal,174,486,569,787
341.png,1200,800,cardboard,600,400,1112,784
456.png,1200,800,paper,49,59,561,443
456.png,1200,800,glass,750,0,1215,362
456.png,1200,800,trash,116,451,628,782
456.png,1200,800,metal,740,496,1144,880
84.png,1200,800,glass,52,0,451,331
84.png,1200,800,trash,760,51,1075,345
84.png,1200,800,paper,130,525,439,799
84.png,1200,800,plastic,722,487,1126,859
1209.png,1200,800,paper,0,0,512,384
1209.png,1200,800,glass,796,59,1308,443
1209.png,1200,800,plastic,111,455,484,766
1209.png,1200,800,trash,743,414,1255,798
1207.png,1200,800,cardboard,0,0,512,384
1207.png,1200,800,glass,796,59,1308,443
1207.png,1200,800,plastic,111,455,484,766
1207.png,1200,800,trash,743,414,1255,798
285.png,1200,800,trash,0,4,508,388
285.png,1200,800,cardboard,677,38,1023,374
285.png,1200,800,paper,0,400,501,784
285.png,1200,800,plastic,637,460,1100,844
811.png,1200,800,plastic,48,28,505,324
811.png,1200,800,glass,735,0,1120,384
811.png,1200,800,cardboard,0,400,512,784
811.png,1200,800,metal,736,446,1169,791
554.png,1200,800,metal,7,188,489,572
554.png,1200,800,cardboard,608,10,1116,366
554.png,1200,800,paper,0,450,429,834
554.png,1200,800,trash,752,456,1178,828
373.png,1200,800,plastic,62,70,521,393
373.png,1200,800,trash,709,23,1162,394
373.png,1200,800,paper,74,409,533,773
373.png,1200,800,metal,739,455,1185,839
648.png,1200,800,paper,58,0,485,353
648.png,1200,800,metal,703,94,1095,478
648.png,1200,800,plastic,127,450,525,767
648.png,1200,800,glass,746,479,1226,863
450.png,1200,800,cardboard,0,0,512,384
450.png,1200,800,plastic,712,90,1085,434
450.png,1200,800,trash,196,478,552,781
450.png,1200,800,paper,658,400,1150,784
332.png,1200,800,metal,174,86,569,387
332.png,1200,800,plastic,745,31,1141,320
332.png,1200,800,trash,22,400,515,784
332.png,1200,800,glass,600,515,1101,899
245.png,1200,800,glass,56,36,524,269
245.png,1200,800,paper,609,0,1090,350
245.png,1200,800,cardboard,0,400,512,784
245.png,1200,800,metal,731,583,1145,967
216.png,1200,800,paper,25,0,455,384
216.png,1200,800,metal,626,0,1004,341
216.png,1200,800,trash,51,400,507,784
216.png,1200,800,glass,651,400,1163,784
981.png,1200,800,glass,0,59,512,297
981.png,1200,800,paper,600,148,1112,532
981.png,1200,800,metal,0,451,512,835
981.png,1200,800,trash,686,438,1046,748
1102.png,1200,800,glass,200,0,712,384
1102.png,1200,800,trash,653,36,1154,363
1102.png,1200,800,cardboard,0,400,512,784
1102.png,1200,800,plastic,600,400,1029,725
850.png,1200,800,paper,73,129,565,513
850.png,1200,800,trash,704,44,1107,428
850.png,1200,800,cardboard,0,400,512,784
850.png,1200,800,glass,618,570,1067,954
1453.png,1200,800,plastic,145,55,554,369
1453.png,1200,800,metal,702,0,1065,293
1453.png,1200,800,paper,49,456,517,817
1453.png,1200,800,trash,743,537,1073,883
1442.png,1200,800,metal,101,0,465,293
1442.png,1200,800,plastic,746,55,1154,369
1442.png,1200,800,trash,143,537,473,883
1442.png,1200,800,glass,815,456,1136,772
847.png,1200,800,plastic,23,0,447,320
847.png,1200,800,glass,618,170,1067,554
847.png,1200,800,trash,103,444,507,828
847.png,1200,800,cardboard,600,400,1112,784
68.png,1200,800,cardboard,0,58,512,380
68.png,1200,800,paper,632,34,1073,404
68.png,1200,800,glass,0,400,472,784
68.png,1200,800,plastic,743,423,1195,745
378.png,1200,800,paper,0,0,512,384
378.png,1200,800,plastic,781,22,1293,406
378.png,1200,800,metal,167,482,508,739
378.png,1200,800,glass,761,518,1273,902
709.png,1200,800,cardboard,0,44,512,428
709.png,1200,800,metal,719,84,1227,468
709.png,1200,800,trash,14,429,470,813
709.png,1200,800,glass,663,506,1095,782
980.png,1200,800,cardboard,0,0,512,384
980.png,1200,800,metal,600,51,1112,435
980.png,1200,800,glass,0,459,512,697
980.png,1200,800,paper,600,548,1112,932
782.png,1200,800,metal,128,43,484,318
782.png,1200,800,glass,638,22,1090,338
782.png,1200,800,trash,141,469,560,792
782.png,1200,800,plastic,792,460,1188,844
1018.png,1200,800,metal,253,44,765,428
1018.png,1200,800,paper,606,41,1033,374
1018.png,1200,800,trash,122,464,495,791
1018.png,1200,800,plastic,664,524,1122,806
1286.png,1200,800,trash,190,67,583,379
1286.png,1200,800,metal,600,138,1027,522
1286.png,1200,800,plastic,0,448,512,832
1286.png,1200,800,cardboard,600,400,981,784
453.png,1200,800,metal,140,96,544,480
453.png,1200,800,glass,750,0,1215,362
453.png,1200,800,paper,49,459,561,843
453.png,1200,800,plastic,602,540,1053,861
1387.png,1200,800,plastic,108,122,620,506
1387.png,1200,800,cardboard,600,0,1112,384
1387.png,1200,800,trash,131,462,520,778
1387.png,1200,800,glass,600,406,1002,779
356.png,1200,800,trash,80,7,481,336
356.png,1200,800,metal,612,113,1091,497
356.png,1200,800,cardboard,0,400,512,784
356.png,1200,800,plastic,624,400,1136,719
297.png,1200,800,plastic,185,47,566,431
297.png,1200,800,metal,742,141,1128,525
297.png,1200,800,paper,96,488,426,800
297.png,1200,800,cardboard,682,469,1061,760
1489.png,1200,800,glass,30,76,460,356
1489.png,1200,800,trash,699,0,1157,322
1489.png,1200,800,cardboard,0,400,512,784
1489.png,1200,800,metal,656,400,1168,784
349.png,1200,800,cardboard,0,0,512,384
349.png,1200,800,trash,680,7,1081,336
349.png,1200,800,metal,12,513,491,897
349.png,1200,800,glass,789,400,1183,784
1295.png,1200,800,cardboard,0,0,512,384
1295.png,1200,800,glass,657,142,1055,415
1295.png,1200,800,paper,0,400,482,784
1295.png,1200,800,metal,648,482,1016,837
1367.png,1200,800,trash,107,54,450,426
1367.png,1200,800,glass,623,31,1135,373
1367.png,1200,800,plastic,0,478,512,862
1367.png,1200,800,metal,825,558,1337,942
1161.png,1200,800,trash,90,160,486,499
1161.png,1200,800,paper,703,69,1067,334
1161.png,1200,800,metal,155,484,667,868
1161.png,1200,800,glass,600,400,980,714
573.png,1200,800,paper,0,8,512,364
573.png,1200,800,metal,794,134,1081,354
573.png,1200,800,plastic,0,508,508,811
573.png,1200,800,glass,600,400,1112,784
455.png,1200,800,metal,140,96,544,480
455.png,1200,800,paper,649,59,1161,443
455.png,1200,800,glass,150,400,615,762
455.png,1200,800,cardboard,690,466,1075,773
344.png,1200,800,cardboard,0,0,512,384
344.png,1200,800,metal,774,86,1169,387
344.png,1200,800,paper,0,400,488,775
344.png,1200,800,trash,623,400,1115,784
701.png,1200,800,plastic,0,47,512,396
701.png,1200,800,metal,706,0,1193,370
701.png,1200,800,cardboard,143,510,483,755
701.png,1200,800,trash,693,432,1205,816
167.png,1200,800,plastic,104,0,612,384
167.png,1200,800,metal,771,55,1261,439
167.png,1200,800,trash,0,428,463,812
167.png,1200,800,glass,743,478,1108,770
631.png,1200,800,plastic,76,83,588,395
631.png,1200,800,metal,691,0,1187,272
631.png,1200,800,cardboard,108,450,452,780
631.png,1200,800,glass,664,495,1085,707
266.png,1200,800,cardboard,0,0,512,384
266.png,1200,800,trash,840,28,1255,349
266.png,1200,800,plastic,37,400,494,708
266.png,1200,800,metal,702,474,1028,776
463.png,1200,800,metal,140,96,544,480
463.png,1200,800,trash,716,51,1228,382
463.png,1200,800,paper,49,459,561,843
463.png,1200,800,plastic,602,540,1053,861
194.png,1200,800,trash,75,0,587,384
194.png,1200,800,cardboard,600,0,1012,384
194.png,1200,800,metal,30,400,515,784
194.png,1200,800,paper,627,457,1051,841
784.png,1200,800,glass,37,22,490,338
784.png,1200,800,metal,728,43,1084,318
784.png,1200,800,trash,141,469,560,792
784.png,1200,800,cardboard,600,400,1112,784
1484.png,1200,800,trash,93,36,572,369
1484.png,1200,800,cardboard,600,0,1057,384
1484.png,1200,800,metal,149,519,545,903
1484.png,1200,800,paper,600,400,1112,784
1177.png,1200,800,glass,163,82,564,417
1177.png,1200,800,trash,789,116,1208,442
1177.png,1200,800,plastic,118,479,573,751
1177.png,1200,800,cardboard,600,400,1112,784
907.png,1200,800,cardboard,0,0,512,384
907.png,1200,800,plastic,629,0,1061,302
907.png,1200,800,glass,118,513,621,897
907.png,1200,800,trash,642,400,1148,784
1251.png,1200,800,glass,0,0,414,322
1251.png,1200,800,metal,686,15,1114,352
1251.png,1200,800,paper,23,448,451,832
1251.png,1200,800,trash,651,486,940,870
1292.png,1200,800,plastic,0,95,512,479
1292.png,1200,800,trash,693,64,1137,369
1292.png,1200,800,metal,48,482,416,837
1292.png,1200,800,glass,657,542,1055,815
742.png,1200,800,glass,0,0,512,384
742.png,1200,800,plastic,625,48,1097,402
742.png,1200,800,cardboard,142,472,459,739
742.png,1200,800,trash,689,400,1081,758
662.png,1200,800,glass,194,58,606,442
662.png,1200,800,plastic,600,0,1022,384
662.png,1200,800,metal,0,400,446,784
662.png,1200,800,trash,713,473,1160,846
781.png,1200,800,plastic,192,60,588,444
781.png,1200,800,glass,638,22,1090,338
781.png,1200,800,metal,128,443,484,718
781.png,1200,800,cardboard,600,400,1112,784
955.png,1200,800,cardboard,0,0,512,384
955.png,1200,800,trash,776,83,1288,467
955.png,1200,800,paper,2,400,424,748
955.png,1200,800,glass,600,445,1112,679
977.png,1200,800,trash,85,38,446,348
977.png,1200,800,glass,600,59,1112,297
977.png,1200,800,plastic,165,468,667,852
977.png,1200,800,metal,600,451,1112,835
559.png,1200,800,cardboard,1,24,508,406
559.png,1200,800,trash,669,43,1049,420
559.png,1200,800,metal,156,470,477,757
559.png,1200,800,glass,786,467,1188,751
1176.png,1200,800,trash,189,116,608,442
1176.png,1200,800,paper,600,0,1112,384
1176.png,1200,800,glass,163,482,564,817
1176.png,1200,800,metal,600,400,1062,784
788.png,1200,800,cardboard,0,0,512,384
788.png,1200,800,plastic,792,60,1188,444
788.png,1200,800,paper,0,415,391,797
788.png,1200,800,glass,638,422,1090,738
1481.png,1200,800,plastic,60,29,544,413
1481.png,1200,800,cardboard,600,0,1057,384
1481.png,1200,800,trash,93,436,572,769
1481.png,1200,800,metal,749,519,1145,903
576.png,1200,800,paper,0,8,512,364
576.png,1200,800,trash,775,126,1208,487
576.png,1200,800,glass,0,400,512,784
576.png,1200,800,metal,794,534,1081,754
1093.png,1200,800,trash,180,63,558,327
1093.png,1200,800,plastic,600,0,1112,384
1093.png,1200,800,metal,21,400,533,784
1093.png,1200,800,paper,634,400,1080,784
1417.png,1200,800,cardboard,0,0,423,384
1417.png,1200,800,trash,718,31,1195,373
1417.png,1200,800,plastic,218,433,702,739
1417.png,1200,800,glass,704,503,1044,769
768.png,1200,800,paper,33,93,419,382
768.png,1200,800,plastic,600,80,1033,398
768.png,1200,800,glass,66,400,578,713
768.png,1200,800,metal,710,400,1161,776
48.png,1200,800,paper,80,0,516,381
48.png,1200,800,metal,662,6,1134,362
48.png,1200,800,plastic,1,400,503,784
48.png,1200,800,glass,703,496,1091,770
686.png,1200,800,trash,239,57,596,413
686.png,1200,800,metal,778,86,1242,470
686.png,1200,800,plastic,185,441,627,825
686.png,1200,800,cardboard,676,400,1188,784
550.png,1200,800,glass,142,152,456,451
550.png,1200,800,trash,752,56,1178,428
550.png,1200,800,cardboard,8,410,516,766
550.png,1200,800,paper,600,450,1029,834
1306.png,1200,800,plastic,0,0,512,314
1306.png,1200,800,cardboard,600,0,1112,384
1306.png,1200,800,glass,0,400,435,766
1306.png,1200,800,metal,795,528,1100,771
1171.png,1200,800,cardboard,0,0,512,384
1171.png,1200,800,metal,600,0,1062,384
1171.png,1200,800,plastic,118,479,573,751
1171.png,1200,800,glass,764,482,1164,817
1103.png,1200,800,cardboard,0,0,512,384
1103.png,1200,800,glass,800,0,1312,384
1103.png,1200,800,plastic,0,400,429,725
1103.png,1200,800,paper,600,400,1112,784
1197.png,1200,800,plastic,16,42,454,309
1197.png,1200,800,paper,614,0,1126,384
1197.png,1200,800,metal,141,400,653,746
1197.png,1200,800,cardboard,600,400,1112,784
434.png,1200,800,paper,94,56,606,440
434.png,1200,800,metal,716,86,1228,470
434.png,1200,800,cardboard,0,400,512,784
434.png,1200,800,trash,715,400,1112,784
325.png,1200,800,glass,128,117,527,501
325.png,1200,800,paper,641,0,1115,373
325.png,1200,800,cardboard,0,400,512,784
325.png,1200,800,trash,703,400,1068,784
382.png,1200,800,plastic,181,22,693,406
382.png,1200,800,glass,761,118,1273,502
382.png,1200,800,cardboard,0,400,428,685
382.png,1200,800,trash,758,415,1231,688
14.png,1200,800,cardboard,0,0,512,384
14.png,1200,800,trash,764,77,1202,428
14.png,1200,800,metal,113,499,457,810
14.png,1200,800,paper,675,404,1050,772
203.png,1200,800,plastic,0,139,453,523
203.png,1200,800,glass,780,110,1292,442
203.png,1200,800,cardboard,0,400,512,784
203.png,1200,800,paper,764,400,1056,784
185.png,1200,800,metal,30,0,515,384
185.png,1200,800,paper,627,57,1051,441
